[3.083340,3.141593]
[2.152317,2.852760]
[0.519672,2.093535]
[1.886849,0.730125]
[0.853783,-1.692682]
[0.924090,-2.971925]
[1.346663,2.137190]
[0.649788,-0.269479]
[2.290077,-1.319592]
[0.941294,2.487184]
[1.237832,0.755986]
[0.235360,2.948227]
[0.425087,-0.038437]
[0.755660,-1.862079]
[1.883920,-0.312891]
[0.869823,-2.864591]
[0.467580,-1.756119]
[1.433732,-0.925969]
[1.070266,1.296793]
[2.164462,0.589011]
[3.289729,-0.961928]
[2.699202,2.531978]
[0.067442,1.774493]
[1.319842,-0.311494]
[0.901189,-0.672603]
[1.540452,1.683229]
[0.600329,-1.997709]
[0.537421,0.334397]
[1.362980,0.107246]
[1.133651,-2.901239]
[1.284829,2.405418]
[1.622525,0.388952]
[2.196047,-1.464850]
[1.811168,2.484411]
[1.343231,0.020769]
[1.697694,-1.030753]
[1.360468,-2.909605]
[1.000398,-0.086329]
[1.326365,-2.252434]
[0.663881,-1.443109]
[0.961886,-2.573675]
[1.059606,2.123454]
[1.168196,-0.517492]
[0.494935,-1.921691]
[0.868922,2.497151]
[1.463104,0.845920]
[1.335532,-2.240373]
[1.143327,1.317469]
[1.567123,-1.559310]
[2.726126,2.261928]
[1.472000,-0.169959]
[1.701312,-0.480906]
[0.864451,-2.814864]
[0.619852,-2.656137]
[2.178998,2.311467]
[1.975528,0.417603]
[0.786510,-2.434612]
[0.970611,-3.135839]
[0.982274,1.934868]
[1.508391,-1.302408]
[0.548125,2.398727]
[1.091251,0.972313]
[0.688545,2.509190]
[1.344383,-1.174773]
[0.673842,-2.977154]
[0.761310,-1.260820]
[0.537601,-1.893712]
[0.771176,2.556783]
[1.037930,-0.461736]
[0.769689,-2.642439]
[0.748241,1.977420]
[0.687133,2.991691]
[0.564795,2.116183]
[1.761525,-2.196864]
[0.888736,-1.376516]
[2.090779,2.669825]
[0.323389,-0.295393]
[0.244260,-2.759295]
[1.353787,0.874414]
[0.528800,-1.904092]
[1.456995,-1.156263]
[1.625844,2.960859]
[0.851280,0.652797]
[0.685513,-1.793769]
[1.334142,1.198499]
[0.717418,-0.916106]
[2.202612,-1.676949]
[1.329449,3.069137]
[0.294208,-0.674358]
[1.878950,-1.024930]
[1.863249,2.810512]
[1.605267,1.619723]
[2.161134,-0.722100]
[2.283043,-2.529748]
[1.109773,0.857434]
[0.485904,-1.045278]
[0.299210,0.627563]
[1.401368,-2.708258]
[0.852186,0.259650]
[0.886093,-1.834501]
[1.609963,1.333147]
[1.025917,-1.732029]
[0.423504,-0.886268]
[1.398676,-1.496271]
[0.335831,-2.183106]
[1.135564,-2.560826]
[0.705259,1.494216]
[1.030349,-1.205276]
[0.540933,-3.063467]
[0.922619,1.770571]
[0.975509,-0.082499]
[0.896682,-1.980135]
[0.659454,2.825290]
[1.135262,2.157814]
[1.387896,-0.765004]
[2.418770,1.902578]
[0.340663,1.561402]
[0.981275,-1.795889]
[0.222476,-1.718639]
[1.118646,2.143418]
[1.002973,0.120958]
[1.779974,-1.165847]
[1.146506,-3.101344]
[1.107783,1.215767]
[1.050011,-1.401691]
[1.693212,-3.099280]
[1.413093,1.142841]
[0.335278,-1.094135]
[0.686836,-2.331515]
[0.741890,-1.372627]
[0.891861,2.634976]
[0.815470,-2.119263]
[1.285588,1.756098]
[0.553368,-1.124880]
[1.041462,1.649159]
[1.568418,-0.661537]
[0.698988,-2.742112]
[0.689730,-1.350519]
[1.381717,-3.035962]
[1.582402,2.217363]
[2.038057,-0.079949]
[2.152686,-1.451335]
[1.280055,1.709819]
[0.446538,-2.692218]
[1.307605,-2.472417]
[0.234362,1.094611]
[0.842968,-1.735278]
[0.426846,-0.982390]
[0.747592,3.121713]
[0.642371,1.969991]
[1.383309,-0.772959]
[1.044464,-1.502490]
[0.547566,2.797061]
[0.390350,-1.793614]
[1.033189,2.851538]
[0.505127,-1.877544]
[0.612202,1.068894]
[1.089775,-0.509158]
[0.809940,-1.806715]
[1.516663,3.113262]
[1.676290,1.089638]
[1.364411,-2.568894]
[1.323569,0.503592]
[1.045071,-1.936408]
[2.074583,1.697116]
[1.262942,-0.545698]
[0.684548,-2.324521]
[1.067520,-1.399553]
[1.217553,3.089525]
[0.635487,2.545935]
[1.207310,-2.768957]
[1.947556,-0.009359]
[1.829846,-2.358184]
[1.286540,2.026468]
[1.420865,-1.115384]
[1.092867,-1.351761]
[2.205038,2.271079]
[0.978449,0.484974]
[1.549624,-1.854443]
[0.879292,2.181032]
[2.330872,0.582192]
[1.589403,-1.939350]
[2.228990,-2.297213]
[0.893623,1.663608]
[1.471618,1.170231]
[0.646437,0.425176]
[0.978334,-1.844835]
[0.615148,3.137360]
[1.250969,0.409518]
[2.494233,-2.248406]
[1.475019,2.473830]
[0.897353,-0.361305]
[0.192260,-1.192126]
[1.155405,2.710107]
[0.724847,0.932620]
[1.366319,-0.517997]
[1.191543,-0.633522]
[3.325831,2.769360]
[1.749214,-1.312961]
[1.313745,2.873992]
[2.327660,1.131674]
[0.718074,0.247597]
[1.483835,-1.843635]
[0.721130,2.680708]
[0.859892,0.316522]
[1.566897,-2.253118]
[0.994324,-3.104093]
[1.012655,0.922581]
[0.519687,1.087639]
[1.260156,2.277649]
[1.713811,-1.198494]
[0.501203,-2.889090]
[1.400693,-2.655566]
[1.228201,-2.160485]
[1.318113,1.616366]
[1.002210,-2.819607]
[1.052376,-1.591730]
[1.358049,1.784426]
[0.744227,1.196956]
[0.810932,-0.589950]
[1.001699,-2.456879]
[1.705493,2.807111]
[0.744284,-1.093132]
[1.019337,1.999236]
[0.957819,3.078932]
[0.626023,-1.248760]
[0.950885,2.520990]
[1.846868,-1.251284]
[1.241096,-2.564544]
[0.249833,1.855256]
[0.573438,0.528157]
[1.274390,0.001585]
[0.588053,-2.888293]
[0.685961,-1.483594]
[0.581320,0.837463]
[1.214385,0.299572]
[0.723685,-1.299348]
[1.162960,-0.770293]
[0.465783,-1.563346]
[1.903315,2.464715]
[0.773064,-0.012913]
[0.833552,-2.310504]
[1.616966,-1.173537]
[0.918246,-2.592063]
[1.810697,1.246590]
[1.855459,-0.966276]
[1.934101,-2.952749]
[0.867004,2.319233]
[0.973060,-0.621341]
[0.535480,-1.839523]
[0.383578,-1.072286]
[0.832234,0.068976]
[0.985149,-1.843689]
[1.503504,2.782972]
[1.618318,1.096892]
[0.576723,1.682951]
[0.664778,3.034430]
[1.420583,-1.113152]
[1.370988,-2.259681]
[2.426604,2.437764]
[2.488967,0.971567]
[0.456109,-0.446126]
[1.829470,-2.832757]
[0.508363,0.234495]
[0.440908,-2.151084]
[1.203795,-2.389004]
[1.843302,1.195872]
[0.241126,1.968610]
[1.592603,-2.969779]
[1.797164,0.104668]
[0.642141,1.273743]
[0.871151,-0.430533]
[0.687334,-2.574273]
[0.092882,2.431566]
[1.725965,0.552554]
[1.870360,0.322576]
[2.717161,-0.102618]
[1.012053,-2.404405]
[0.193815,-0.013741]
[0.812809,-0.256077]
[0.663610,2.670814]
[0.135181,-0.104996]
[0.402751,-1.146041]
[0.638982,-1.384518]
[0.758421,0.869975]
[1.786842,-0.366569]
[1.844319,-2.978768]
[0.934204,1.978838]
[1.657859,-0.068586]
[1.473409,-0.832950]
[0.830986,2.638050]
[1.349164,1.887140]
[1.880610,-0.553676]
[1.093755,-1.271962]
[1.178492,-1.983378]
[0.560715,2.019365]
[1.282266,-0.058780]
[0.929779,-2.062448]
[0.987847,2.748386]
[0.295317,2.795362]
[0.614375,-1.189909]
[0.431570,2.219370]
[0.612091,2.238676]
[0.725552,-0.707816]
[2.273176,2.661766]
[1.862941,-1.031347]
[2.484783,2.116345]
[1.828303,0.363920]
[1.602772,-0.517961]
[0.275249,-2.430312]
[0.973708,-2.197090]
[1.858673,2.603027]
[2.401216,0.313141]
[1.267403,-1.641539]
[1.719029,1.908151]
[0.557798,0.064008]
[1.450989,-1.604711]
[2.104870,2.483289]
[0.394555,-0.196660]
[0.533091,1.357176]
[1.425527,2.054642]
[0.733491,-1.672289]
[0.672660,2.275363]
[0.150515,-1.444147]
[0.751711,1.261621]
[0.483815,-1.232955]
[1.754700,-2.943497]
[1.212007,0.626240]
[0.562859,-2.103454]
[0.535780,2.083782]
[0.729296,-2.248767]
[0.289847,-0.571642]
[0.480581,-1.882618]
[0.508590,0.854703]
[1.908476,3.120720]
[1.706200,1.282797]
[1.067054,-0.363217]
[1.236349,-2.670464]
[0.263816,-2.150255]
[0.766723,-2.944718]
[0.947560,3.129087]
[1.755534,0.987972]
[1.639604,-0.774245]
[1.166256,-2.246235]
[0.357199,0.687149]
[0.651084,-1.850253]
[0.613023,-2.249259]
[0.497219,2.949647]
[0.935074,1.249096]
[0.724615,-0.782101]
[0.232610,-2.304528]
[0.567643,0.460807]
[2.053405,-1.892857]
[1.934561,2.049787]
[1.769659,-0.079406]
[2.052080,-2.066982]
[0.635718,2.760526]
[1.649865,1.480715]
[0.841961,-1.491806]
[0.537386,-2.496206]
[0.739736,-1.041362]
[0.288366,-1.913919]
[0.919024,0.638891]
[0.434623,-1.034948]
[0.869067,-2.685022]
[0.548714,-0.164389]
[0.292184,0.322279]
[0.610808,0.694534]
[1.425023,-2.176477]
[0.817000,1.771558]
[0.918181,2.975079]
[1.565813,-0.512168]
[1.836237,2.567344]
[0.370371,2.264012]
[2.116442,-1.568450]
[2.077190,2.579519]
[1.796573,1.328262]
[2.516639,-1.371040]
[2.042656,2.731888]
[1.408011,0.845303]
[1.479480,-0.420107]
[1.666079,-2.962530]
[0.593182,2.955881]
[2.022623,0.544285]
[1.291127,-1.635388]
[1.579804,2.477357]
[2.298266,-0.627819]
[1.816710,-2.907192]
[1.103429,0.520223]
[1.333960,-2.324154]
[1.105706,1.704922]
[0.683376,-1.205381]
[0.418549,1.238038]
[0.833368,-1.431607]
[1.709776,-2.647710]
[0.821540,-0.074208]
[1.417527,-2.648223]
[1.418702,1.475023]
[1.684671,-1.461005]
[0.984247,1.377048]
[0.948595,-0.325219]
[1.405293,-2.555725]
[0.527657,1.414871]
[1.793144,3.041767]
[1.263144,2.206671]
[1.102644,-0.221005]
[0.622520,-2.418725]
[0.722875,2.100807]
[0.723836,-0.969590]
[1.395022,-1.629782]
[0.731224,-2.039342]
[0.322466,3.011980]
[1.340840,-2.320504]
[1.376744,2.248208]
[0.677131,-0.609774]
[0.920513,0.093662]
[1.738981,-2.266532]
[1.469161,2.488470]
[0.940693,-2.979115]
[1.635530,1.484466]
[2.165733,-1.303028]
[2.232858,2.562304]
[1.447039,0.864784]
[0.725546,-1.571982]
[0.962575,-1.413812]
[1.918398,-2.753873]
[0.714107,0.226318]
[0.931636,3.111890]
[1.803767,0.466054]
[1.209824,-1.084895]
[0.510093,-1.046873]
[2.993238,-2.385347]
[0.616919,1.409321]
[0.277299,-2.108399]
[0.542434,1.526634]
[1.161315,-2.748111]
[0.595365,-2.938375]
[1.368867,0.754741]
[0.318147,1.305516]
[1.105693,-1.593825]
[2.029625,-2.294339]
[1.451880,1.803964]
[0.876679,1.983382]
[1.019090,-0.542592]
[2.130612,-1.459103]
[1.756886,2.197595]
[1.220117,-0.049879]
[0.944614,-2.747762]
[0.946948,-2.850376]
[0.363816,-0.243845]
[0.719568,-2.776670]
[2.016233,1.293798]
[2.170832,-1.477476]
[1.220614,0.143309]
[1.796253,-2.626631]
[1.992920,-2.626442]
[0.691424,2.972522]
[1.813294,1.012135]
[1.196424,-0.759352]
[1.195200,-2.802953]
[0.343523,-2.393029]
[0.756156,-0.508000]
[1.292482,-2.818417]
[1.253868,-2.724868]
[0.657902,2.262764]
[1.735721,0.987061]
[1.462427,-2.776847]
[0.693209,-0.693544]
[0.597305,-2.066506]
[1.519514,-2.531257]
[1.188988,-1.211139]
[0.852733,1.842677]
[0.062136,1.534405]
[1.610739,-0.922175]
[1.281421,3.027913]
[2.060163,1.822375]
[1.224425,-0.081591]
[1.565659,-1.201108]
[2.243249,-2.934808]
[0.379197,2.142952]
[1.232592,1.435335]
[1.329093,3.102004]
[0.554370,2.329797]
[1.487360,-0.355360]
[0.643054,2.637187]
[0.663281,2.973063]
[0.364210,-0.616716]
[1.210302,2.845270]
[0.453123,-0.050464]
[0.185708,-2.165548]
[0.499141,-2.898160]
[0.202323,0.284195]
[1.130006,0.876504]
[0.872547,-1.458600]
[0.382693,2.727189]
[1.002535,0.380070]
[1.073632,-2.755478]
[0.497221,-1.986330]
[1.108543,2.386386]
[1.527431,0.334035]
[2.196453,-1.047991]
[1.939785,-3.092674]
[1.686437,0.390693]
[1.769754,-1.539168]
[1.592316,2.408817]
[0.706882,-0.382082]
[0.843719,-1.764495]
[2.526661,2.981919]
[1.109997,0.167315]
[1.228778,-1.497741]
[2.787274,2.964481]
[1.236241,1.843656]
[1.110309,1.709761]
[1.907426,2.644272]
[0.945780,0.551956]
[1.524195,-0.820050]
[1.832903,3.066171]
[2.374069,1.654191]
[2.458594,0.283556]
[0.917259,-2.616442]
[1.694470,-0.697895]
[0.418459,-1.627559]
[0.602711,0.225378]
[0.832282,2.466406]
[0.833439,0.050218]
[2.683317,-2.068764]
[0.758415,1.118252]
[1.039002,0.374185]
[0.207894,-1.673039]
[2.240133,-1.501638]
[0.968457,1.767689]
[1.396929,-0.029488]
[1.805501,0.503234]
[0.950210,2.139815]
[0.687306,-0.027524]
[0.867872,-2.612278]
[1.698170,0.372713]
[0.600664,1.608615]
[0.334004,-1.160418]
[1.045032,-2.319187]
[1.256712,0.335800]
[0.547696,-0.478941]
[0.646070,2.019932]
[0.068187,-1.446417]
[0.660260,-1.871740]
[0.632688,-1.185778]
[0.541095,3.112305]
[0.823639,-2.611041]
[0.537788,1.925480]
[1.536452,-0.193647]
[1.564210,-2.152025]
[0.461239,-1.064546]
[0.756887,2.256244]
[0.326325,-0.628922]
[0.710643,2.620939]
[1.546533,-0.885779]
[1.598121,-3.024771]
[0.683202,1.868728]
[1.754042,-0.222466]
[1.598030,-2.442925]
[1.454145,0.315293]
[1.518656,2.870124]
[0.963951,0.960266]
[1.394602,-2.695058]
[0.977246,0.631413]
[0.143915,-0.316754]
[0.977250,-0.516004]
[1.238147,-2.506153]
[0.746318,-1.912037]
[1.189236,1.154090]
[1.376416,-2.571629]
[1.277343,0.831563]
[0.551155,1.326289]
[0.834039,-2.805363]
[0.628899,-0.066860]
[0.786160,-2.529011]
[0.350485,2.435912]
[0.529494,1.475409]
[1.165832,3.003283]
[1.510884,-2.416648]
[1.365140,-0.034638]
[1.062901,-2.703168]
[0.973327,0.227535]
[1.820645,-2.721662]
[0.629359,2.440216]
[1.455947,0.041272]
[0.596260,2.891634]
[1.250960,-1.508499]
[0.775130,2.730130]
[0.201584,0.628776]
[0.654376,-1.151468]
[1.541594,-2.897281]
[1.706775,2.239312]
[0.766192,-0.442629]
[0.798561,0.146864]
[1.161691,-2.474510]
[0.857957,-2.139609]
[0.458362,2.855764]
[0.391474,2.627019]
[0.700579,-0.676657]
[0.436508,2.071146]
[0.814608,1.482721]
[2.102073,-1.305687]
[2.046171,2.923063]
[1.122052,0.252327]
[0.109690,1.223820]
[0.699282,-2.253200]
[0.616928,2.403347]
[0.738713,1.017714]
[1.738602,-1.647630]
[0.118289,1.194662]
[0.119322,0.391410]
[0.870437,-2.293321]
[0.362519,0.630909]
[0.585968,1.645178]
[0.748971,2.679264]
[0.567846,1.258840]
[2.320324,-1.175628]
[1.819864,2.817196]
[1.073748,1.702947]
[0.223081,0.081204]
[0.938282,-3.101903]
[0.248822,0.782208]
[1.273514,-0.808405]
[0.668561,2.366538]
[0.630299,2.060696]
[1.018026,-1.427856]
[1.774462,3.074842]
[1.213659,0.560356]
[1.333247,0.173365]
[1.060352,-2.738549]
[1.432999,-2.552156]
[0.299795,0.020029]
[0.831093,0.933376]
[1.875558,-1.933811]
[0.943027,2.471700]
[0.750165,0.529291]
[0.879485,-1.023781]
[0.931107,2.963426]
[0.656390,1.191709]
[0.253249,-1.388775]
[0.604793,2.565677]
[1.215635,0.584035]
[2.172378,-1.093478]
[2.638371,-2.982090]
[2.121455,1.212218]
[2.948309,-1.253152]
[2.765508,2.372909]
[1.645897,0.438772]
[2.427202,-1.397698]
[1.279452,2.627980]
[0.928113,-0.506030]
[1.475421,-2.243481]
[0.365494,-2.150521]
[1.130968,2.878311]
[1.198010,-1.360750]
[1.410804,1.404189]
[1.396117,-0.302821]
[1.416268,-1.946520]
[1.242383,-1.409374]
[1.428172,-2.804316]
[0.474624,2.737180]
[0.766882,2.477252]
[0.815628,-2.211698]
[2.187376,1.537405]
[1.590633,-0.700495]
[1.567381,-2.117940]
[0.294753,0.330049]
[0.031444,1.771242]
[1.231950,-2.640367]
[0.941814,2.187901]
[1.202744,0.358692]
[1.320706,-0.791733]
[0.531709,-2.276667]
[1.031136,1.454311]
[1.259546,-2.404805]
[1.692203,2.414455]
[1.076815,-0.548031]
[0.535932,-1.772473]
[0.783198,2.450206]
[0.447991,-3.108911]
[1.268937,-0.274933]
[1.596546,-2.037520]
[0.117828,3.049378]
[2.280516,-2.847398]
[2.147869,1.420767]
[1.726496,-0.451823]
[0.199854,-0.868274]
[1.746604,-2.484847]
[1.042417,2.030864]
[1.210310,-1.505649]
[1.093525,2.073551]
[0.474834,1.376638]
[1.197130,-1.222452]
[0.152030,-3.080074]
[1.957486,1.590145]
[1.428350,-0.585798]
[2.956660,-2.061775]
[1.307400,2.455209]
[1.485248,1.684964]
[0.908417,1.480380]
[1.492100,-1.191697]
[1.935364,3.105877]
[1.834436,1.097129]
[0.840881,-1.402860]
[1.745976,-2.364533]
[1.452986,2.511136]
[1.286659,-1.642392]
[1.673371,2.283875]
[1.598339,-0.881234]
[1.105177,-0.133704]
[0.552040,-0.941034]
[1.358957,-2.239348]
[1.046539,3.059639]
[0.860753,0.587587]
[0.238611,-0.165068]
[0.187692,-1.344218]
[1.090792,-0.533040]
[1.037985,-2.296023]
[1.194014,-0.997374]
[2.011277,3.138632]
[0.969578,-0.945974]
[0.849506,1.651110]
[0.849032,-0.239389]
[0.968430,-2.631287]
[0.880268,0.390477]
[1.399262,-2.872557]
[2.085860,-0.886065]
[0.963776,2.783320]
[0.750840,0.422512]
[1.207829,-1.530528]
[0.824322,2.680074]
[0.370309,-3.073961]
[0.791816,-2.745861]
[1.701767,0.380158]
[1.401273,-2.275776]
[1.975540,3.010122]
[0.865828,0.456084]
[1.447265,1.301577]
[2.030814,-2.828081]
[0.167741,0.124045]
[1.869404,1.003727]
[0.530944,-1.948150]
[0.982794,2.084243]
[0.597947,-1.976749]
[2.085162,2.916215]
[0.909031,0.514288]
[1.052272,2.817902]
[1.641303,-1.294072]
[1.812982,1.817100]
[0.853241,-0.314355]
[1.287368,-3.060749]
[1.316851,0.777316]
[0.918557,-0.525234]
[1.412100,-2.251420]
[2.790850,2.525810]
[1.780303,0.791331]
[1.522726,-0.971559]
[1.260486,-2.437389]
[0.472266,1.549379]
[1.206587,-1.238932]
[1.356362,3.074755]
[0.492697,1.286667]
[1.696239,-1.244914]
[1.113883,3.052236]
[1.016068,1.320184]
[1.902405,-0.896158]
[2.641922,-3.103279]
[1.226849,2.619952]
[0.956697,-0.047889]
[1.536979,-3.106671]
[2.038889,1.815918]
[0.573549,0.085904]
[1.200078,-0.510246]
[3.742745,-3.032202]
[1.541460,1.376538]
[1.330476,-1.647136]
[0.224881,-2.741713]
[1.424278,0.223476]
[0.363450,0.055971]
[1.084252,3.079159]
[0.821891,-0.234858]
[1.559804,-1.127680]
[0.185028,1.117472]
[0.348283,-0.636237]
[0.117629,-0.674112]
[1.174472,0.332628]
[2.013061,-0.137419]
[0.246133,-3.120022]
[1.125082,1.475003]
[0.922201,2.411181]
[0.641556,0.178171]
[0.442361,-0.248649]
[1.208118,0.331722]
[0.811592,1.888647]
[0.950989,-1.807135]
[0.104698,-1.045996]
[1.391160,1.285698]
[1.117457,-1.023476]
[0.423140,-3.035298]
[1.408638,0.793524]
[1.347114,-1.459444]
[0.337024,0.194422]
[0.832299,-1.893720]
[0.094059,-0.780807]
[0.780620,-2.882782]
[2.030036,-0.542574]
[0.808648,-2.288761]
[0.788880,-0.247071]
[1.155607,-1.600247]
[1.682700,-3.141456]
[1.262949,1.384594]
[1.056867,-0.751186]
[0.774524,-2.924255]
[1.042321,-2.643719]
[0.844954,0.716785]
[1.499553,-1.644963]
[1.010287,-2.981939]
[1.371506,3.067782]
[1.976499,0.955303]
[1.849238,-1.848595]
[1.038154,1.251128]
[0.753002,-0.560630]
[0.351415,-0.928057]
[0.423268,1.448611]
[0.268211,-1.197637]
[0.189776,1.369989]
[0.675592,1.921028]
[0.394936,-0.458620]
[0.415222,-2.722911]
[1.052657,2.950674]
[0.487616,-2.147228]
[0.167843,-2.775995]
[0.982801,2.652118]
[0.619597,-1.204841]
[0.580087,3.084324]
[0.815919,1.608702]
[0.816988,-0.931338]
[1.022792,-1.962772]
[1.650866,2.346565]
[0.993783,-0.915882]
[2.613248,3.068546]
[0.532642,1.453848]
[1.152809,0.259744]
[1.740598,-1.341226]
[1.440339,2.985587]
[0.139867,0.219276]
[1.339456,2.658442]
[1.965890,-1.487046]
[2.491909,2.054926]
[0.709065,-3.014825]
[1.103544,-0.282260]
[1.696631,-2.543340]
[0.930270,1.340749]
[1.171637,-1.016242]
[0.556380,-2.116147]
[1.022523,2.761589]
[1.344084,0.863666]
[1.095952,-1.667750]
[0.542199,0.970372]
[0.567786,-1.952933]
[0.565144,-1.083090]
[1.111330,-2.674859]
[0.747958,2.525344]
[1.188914,-1.442571]
[1.446017,2.222476]
[1.735958,-0.474547]
[0.329237,-2.215490]
[0.662633,-1.640885]
[1.439065,2.943203]
[2.042968,-0.397370]
[1.628819,3.010196]
[0.592163,2.872666]
[0.801036,-0.844174]
[0.923347,0.420563]
[0.901575,-1.910133]
[0.442808,-2.728012]
[1.046083,-2.085954]
[1.008041,2.715365]
[1.033974,0.655106]
[1.175990,-1.786301]
[0.868313,1.363241]
[0.258518,-2.250084]
[0.614777,1.710950]
[1.769555,-2.980057]
[1.354608,1.175507]
[0.689827,-0.611970]
[1.702394,-2.566882]
[1.350296,1.822916]
[0.242675,-0.721556]
[0.603895,-2.338901]
[0.780065,-0.965429]
[1.034023,1.280321]
[1.576549,-1.577346]
[0.498457,-2.647050]
[1.695875,0.269478]
[0.831348,-2.254071]
[1.288385,-2.993134]
[1.634836,2.218739]
[1.278089,0.485337]
[2.221313,-1.640658]
[2.434915,2.370194]
[1.249549,1.422425]
[2.064895,-1.615264]
[2.766475,2.868930]
[2.098354,0.476943]
[1.811013,-1.325466]
[1.497326,-2.974469]
[1.981848,1.354423]
[1.737331,-1.156582]
[0.627792,-2.697825]
[1.806839,1.724476]
[1.253880,-1.774226]
[1.275713,2.843609]
[2.750229,0.415340]
[2.156428,0.860798]
[1.427064,-1.096481]
[0.445785,2.007972]
[1.494214,-1.244492]
[2.289465,-2.995648]
[1.562258,1.295748]
[1.246088,0.878529]
[1.616764,-1.609681]
[1.070186,3.135326]
[1.201956,1.769386]
[1.689303,-1.092592]
[2.901025,3.024304]
[0.992949,1.639027]
[1.306361,-1.371753]
[0.583427,3.082136]
[0.295786,-0.755412]
[1.475296,0.232726]
[1.821351,-1.144913]
[2.437620,-3.072548]
[1.454034,1.426490]
[0.894239,1.048651]
[0.921636,-0.511415]
[0.875421,-2.343959]
[1.668229,0.950223]
[1.263143,-1.834359]
[0.637770,3.012801]
[1.181903,-2.985972]
[1.310832,1.063986]
[1.228398,-1.507306]
[1.209157,1.919518]
[0.957704,-0.396231]
[1.583698,-1.707512]
[2.032361,-2.853536]
[0.857569,0.744335]
[0.570406,0.699243]
[1.105587,2.762651]
[0.534492,2.611107]
[0.955102,1.041089]
[0.574506,0.208777]
[1.169800,-2.325558]
[1.362984,-2.401781]
[1.351043,2.131020]
[0.614878,-2.947441]
[1.037368,1.593556]
[0.927224,-2.624555]
[0.776340,-1.011239]
[0.158010,-1.568199]
[1.457622,-1.807333]
[3.026933,2.719638]
[2.247522,0.087247]
[2.154763,-2.920138]
[1.232574,1.248248]
[1.042485,1.305770]
[1.216501,-1.052936]
[0.700474,-1.821387]
[0.913090,-2.861938]
[1.004225,-2.062666]
[2.102112,1.615392]
[0.631257,-1.318943]
[0.546971,0.975625]
[1.143207,-2.653509]
[1.647334,0.255624]
[1.594802,-2.183565]
[0.499193,2.713720]
[0.672134,-3.046725]
[1.438916,0.888718]
[0.431930,0.466162]
[1.095243,1.930275]
[1.218231,-2.802398]
[0.893528,-1.518889]
[0.330730,-2.935212]
[0.718953,2.288699]
[0.504135,-3.138432]
[0.700950,-2.042012]
[0.702474,1.962379]
[1.476908,-1.983137]
[1.756232,1.797974]
[1.882869,-0.815988]
[1.820318,3.135686]
[0.774211,-0.374990]
[2.236699,1.283770]
[1.310242,-2.973728]
[0.561575,-2.004737]
[0.417027,-2.820572]
[0.671354,2.414007]
[1.294866,3.042877]
[2.158442,0.339779]
[2.637161,-2.249040]
[0.501981,1.416894]
[0.845346,-1.694291]
[1.384853,-1.668756]
[2.007857,2.392465]
[2.533378,-0.305434]
[3.654742,-2.431785]
[1.900614,1.440406]
[0.361026,-0.106246]
[1.415092,-1.662392]
[1.177357,2.119648]
[0.740979,-2.689242]
[1.093213,2.374211]
[1.148853,-0.978849]
[0.675767,-1.671147]
[0.630438,-2.005741]
[0.756205,-2.907408]
[1.420523,1.379513]
[0.481629,-0.675728]
[0.591203,-0.088909]
[1.065479,2.827417]
[1.107024,-0.380822]
[2.080117,-2.823167]
[0.952654,2.432065]
[1.021014,0.405823]
[1.163960,-0.992191]
[2.093672,2.678726]
[1.356760,1.975357]
[0.999202,-0.311302]
[1.810130,-2.193144]
[0.715446,-2.749722]
[1.314706,-1.955866]
[1.263661,2.665054]
[2.227724,0.946824]
[1.596117,-0.571574]
[1.325679,-2.056775]
[1.199691,1.707521]
[1.737508,0.221284]
[1.541080,-2.288232]
[0.858027,-2.159411]
[3.573338,1.210123]
[2.805836,-0.340557]
[1.967760,-1.124900]
[2.008174,2.194498]
[0.540917,1.028569]
[0.407450,-1.681799]
[0.803817,1.406045]
[1.350142,0.588972]
[1.164237,-1.140035]
[0.483638,-0.501765]
[0.416755,0.933185]
[0.612004,1.683633]
[1.186633,-3.001715]
[0.890864,-2.311588]
[0.645081,-2.543265]
[1.075527,0.139932]
[0.983415,-2.898641]
[1.870602,-0.342356]
[1.971602,-2.103469]
[0.737692,2.833429]
[1.095905,1.525975]
[2.381337,-1.492443]
[1.523428,2.172131]
[2.111122,0.165641]
[2.337064,-2.253856]
[1.656855,2.378773]
[0.442311,-2.292445]
[1.053522,-0.931769]
[0.546942,-2.609706]
[0.958078,-2.859427]
[1.114715,1.142967]
[0.916738,-1.473613]
[0.130126,2.243353]
[0.619650,-2.894744]
[0.138354,2.486256]
[0.881605,-3.038303]
[0.904584,1.403830]
[1.322078,-0.694100]
[0.993884,-2.141483]
[0.409038,0.795549]
[0.337862,3.066524]
[0.506540,2.912170]
[0.744300,-0.287702]
[0.286773,1.660164]
[0.540830,-0.490870]
[0.679870,-2.641586]
[0.707278,-1.828503]
[1.472855,3.134909]
[1.002772,-0.092251]
[1.124675,-0.611083]
[1.350131,-2.531137]
[1.261875,1.570927]
[0.877818,0.672136]
[1.245698,-1.528896]
[0.485366,2.969927]
[0.281988,-1.575961]
[2.655031,-2.521128]
[1.994366,1.215750]
[0.757784,0.450517]
[1.719553,-0.678122]
[3.033717,-2.624198]
[0.931361,1.683285]
[0.420839,-2.352440]
[1.167677,0.302530]
[1.628027,2.870396]
[0.731235,-0.177911]
[1.434430,3.120494]
[0.155916,-0.780599]
[0.672362,1.799316]
[1.079545,-1.344709]
[1.564950,2.995905]
[0.050361,-2.913476]
[0.737554,2.761277]
[0.893576,2.937313]
